Mode,Date,Price,Holding,Balance,Profit to Initial Balance
Hold Position Short,2022-07-17,21195.041016,0.00535421499125291,115.60328463096964,0.0
Hold Position Closed,2022-07-18,20781.912109,0.0,111.27082536090818,11.270825360908177
Long,2022-07-18,20781.912109,0.00535421499125291,111.27082536090818,0.0
Take Profit Long,2022-07-19,22467.849609,0.00535421499125291,120.29769719772364,20.297697197723636
Short,2022-07-20,23393.191406,0.0051424234987821745,120.29769719772364,0.0
Hold Position Short,2022-07-21,23233.201172,0.0051424234987821745,120.29769719772364,0.0
Hold Position Short,2022-07-22,23163.751953,0.0051424234987821745,120.29769719772364,0.0
Hold Position Short,2022-07-23,22706.984375,0.0051424234987821745,120.29769719772364,0.0
Hold Position Short,2022-07-24,22465.509766,0.0051424234987821745,120.29769719772364,0.0
Hold Position Short,2022-07-25,22607.15625,0.0051424234987821745,120.29769719772364,0.0
Hold Position Short,2022-07-26,21361.121094,0.0051424234987821745,120.29769719772364,0.0
Hold Position Short,2022-07-27,21244.169922,0.0051424234987821745,120.29769719772364,0.0
Hold Position Closed,2022-07-28,22933.640625,0.0,117.93449246262551,17.934492462625514
Long,2022-07-28,22933.640625,0.0051424234987821745,117.93449246262551,0.0
Take Profit Long,2022-07-29,23845.212891,0.0051424234987821745,122.62218310414202,22.622183104142024
Short,2022-07-30,23796.818359,0.005152881416929675,122.62218310414202,0.0
